Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
6/28/17 13:13,"HAF's Annual Advocacy Forum Spotlights Hate Crimes, Terrorism, Civil Rights",India West,San Leandro,CA,http://www.indiawest.com/news/global_indian/haf-s-annual-advocacy-forum-spotlights-hate-crimes-terrorism-civil/article_415235da-5c2b-11e7-a03c-7fb36f81c9e8.html,advocacy american civil crimes forum haf hate hindu kalra meghani oldmixon religious south advocacy american civil crimes forum haf hate hindu kalra meghani oldmixon religious south,"Padmavathy Mana (l), HAF's associate director of West Coast, is seen with Rep. Eric Swalwell (D-CA), HAF co-founder and board member Mihir Meghani, and Tanvi Jhaveri-Meghani. (Tejus Shah photo)	With a delegation of over 60, the Hindu American Foundation"
6/28/17 13:15,Civil and Human Rights Coalition calls on Administration to end climate of fear,Michronicleonline,,,https://michronicleonline.com/2017/06/29/civil-and-human-rights-coalition-calls-on-administration-to-end-the-climate-of-fear/,administration civil civilrights communities conference crimes hate human justice leader president religion sessions trump united,"думIt is vitally important that the Justice Department continues to vigorously investigate and prosecute hate crimes. However, investigation and prosecution of federal hate crimes alone is insufficient. This administration дус including President Trump"
6/28/17 15:07,Kentucky 'Blue Lives Matter' law classifies violence against police officers as hate crime,WCPO,Cincinnati,OH,http://www.wcpo.com/news/state/state-kentucky/kentucky-blue-lives-matter-law-classifies-violence-against-police-officers-as-hate-crime,bill blue chief classifies crime hate jones kentucky law lives matter officers police protect responders sanders bill blue chief classifies crime hate jones kentucky law lives matter officers police protect responders sanders bill blue chief classifies crime hate jones kentucky law lives matter officers police protect responders sanders bill blue chief classifies crime hate jones kentucky law lives matter officers police protect responders sanders,"COVINGTON, Ky. -- A new Kentucky law classifies violence against police officers as a hate crime.	The law, which takes effect Thursday, would protect police officers and first responders for carrying out their duty to protect and serve. If someone"
6/28/17 15:52,HATE CRIME ALERT: Campus Cops Investigate Plastic Wrap On Sidewalk Shaped Vaguely Like Noose,The Daily Caller,Washington,DC,http://dailycaller.com/2017/06/28/hate-crime-alert-campus-cops-investigate-plastic-wrap-on-sidewalk-shaped-vaguely-like-noose/,campus college collins diamondback hate maryland noose park plastic reform sightings twitter university urbanski wrap,"Angry students at the University of Maryland, College Park were in an uproar on Tuesday because someone claimed to discover a piece of plastic wrap vaguely coiled into the shape of a noose.	Two unidentified people found the tangled, frayed strip of"
6/28/17 16:07,"Threatening letter sent to Council on American-Islamic Relations mentions torturing children, group says",amNY,New York,,http://www.amny.com/news/threatening-letter-sent-to-council-on-american-islamic-relations-mentions-torturing-children-group-says-1.13770657,afaf american cair city council dear exterminate islamic letter muslim nasher nypd relations unshakeable york afaf american cair city council dear exterminate islamic letter muslim nasher nypd relations unshakeable york afaf american cair city council dear exterminate islamic letter muslim nasher nypd relations unshakeable york afaf american cair city council dear exterminate islamic letter muslim nasher nypd relations unshakeable york,"By Alison Fox alison.fox@amny.com June 28, 2017	The New York chapter of the Council on American-Islamic Relations said on Wednesday the group received a hateful letter that threatened to exterminate Muslims and torture children, among other graphic"
6/28/17 17:11,"Rage, But Not Hate",Argonaut Online,Los Angeles,California,http://argonautnews.com/rage-but-not-hate/,alt antonio berkeley foreman gionet hate keepers lapd monica oath police rhodes santa stabbing alt antonio berkeley foreman gionet hate keepers lapd monica oath police rhodes santa stabbing alt antonio berkeley foreman gionet hate keepers lapd monica oath police rhodes santa stabbing alt antonio berkeley foreman gionet hate keepers lapd monica oath police rhodes santa stabbing alt antonio berkeley foreman gionet hate keepers lapd monica oath police rhodes santa stabbing alt antonio berkeley foreman gionet hate keepers lapd monica oath police rhodes santa stabbing alt antonio berkeley foreman gionet hate keepers lapd monica oath police rhodes santa stabbing,"By Gary Walker	The stabbing of Antonio Foreman outside a downtown Santa Monica parking structure is not being treated as a hate crime and does not appear to have been motivated by Foreman's association with the alt-right movement, according to Santa"
6/28/17 17:33,Hate on the wall: Vandalism of Sacramento-area houses of worship coincides with emboldened nativist fringe,Sacramento News & Review,Sacramento,CA,https://www.newsreview.com/sacramento/content?oid=24548684,annur catholic coehlo davis islamic masjid mosque muslim nativist quran sacramento schubiner south traversie trump vandalism annur catholic coehlo davis islamic masjid mosque muslim nativist quran sacramento schubiner south traversie trump vandalism annur catholic coehlo davis islamic masjid mosque muslim nativist quran sacramento schubiner south traversie trump vandalism,"By Scott Thomas Anderson and Raheem F. Hosseini	Detectives are investigating a pair of anti-Muslim hate crimes that hit mosques in South Sacramento and Davis last week, days after authorities arrested a man for spray-painting swastikas on a Catholic"
6/28/17 18:07,"AVP learns of an anti-gay attack in Chelsea, Manhattan",avp.org,New York,NY,https://avp.org/avp-learns-anti-gay-attack-chelsea-manhattan/,,
6/28/17 20:56,Report: More than half of hate crimes in US go unreported,Lexington Herald Leader,Lexington,KY,http://www.kentucky.com/news/politics-government/national-politics/article158765344.html,bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported,"By SADIE GURMAN and RUSSELL CONTRERAS AP	The majority of hate crimes experienced by US residents over a 12-year period were not reported to police, according to a new federal report released Thursday that stoked advocates' concerns about ongoing tensions"
6/28/17 20:56,Report: More than half of hate crimes in US go unreported - KSBY.com | San Luis Obispo and Santa Barbara Area News,KSBY San Luis Obispo News,San Luis Obispo,CA,http://www.ksby.com/story/35776198/report-more-than-half-of-hate-crimes-in-us-go-unreported,bureau crime crimes enforcement fears general hate jeff justice latino levin report session statistics treene trump unreported,"By SADIE GURMAN and RUSSELL CONTRERAS	AP	WASHINGTON (AP) - The majority of hate crimes experienced by US residents over a 12-year period were not reported to police, according to a new federal report released Thursday that stoked advocates' concerns about"
6/28/17 20:56,"Report: More than half of hate crimes in US go unreported - ABC FOX Montana Local News, Weather, Sports KTMF | KWYB",ABC FOX Montana News,Missoula,MT,http://www.abcfoxmontana.com/story/35776198/report-more-than-half-of-hate-crimes-in-us-go-unreported,bureau crime crimes enforcement fears general hate jeff justice latino levin report session statistics treene trump unreported,"By SADIE GURMAN and RUSSELL CONTRERAS	AP	WASHINGTON (AP) - The majority of hate crimes experienced by US residents over a 12-year period were not reported to police, according to a new federal report released Thursday that stoked advocates' concerns about"
6/28/17 20:56,"Federal Report: More Than Half of Hate Crimes in US Go Unrepor - KTVN Channel 2 - Reno Tahoe Sparks News, Weather, Video",KTVN,Reno,NV,http://www.ktvn.com/story/35778093/federal-report-more-than-half-of-hate-crimes-in-us-go-unreported,bureau crimes gathers hate justice ktvn latino police report statistics stoked tahoe unrepor bureau crimes gathers hate justice ktvn latino police report statistics stoked tahoe unrepor bureau crimes gathers hate justice ktvn latino police report statistics stoked tahoe unrepor bureau crimes gathers hate justice ktvn latino police report statistics stoked tahoe unrepor,A new federal report says the majority of hate crimes experienced by US residents over a 12-year period were not reported to police.	The special report released Thursday by the Bureau of Justice Statistics has stoked advocates' concerns about ongoing
6/28/17 20:56,"Over half of hate crimes in US go unreported, report says",WFTV Orlando,Orlando,FL,http://www.wftv.com/news/national/report-more-than-half-of-hate-crimes-in-us-go-unreported-1/544334211,bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported,"WASHINGTON (AP) - The majority of hate crimes experienced by US residents over a 12-year period were not reported to police, according to a new federal report released Thursday that stoked advocates' concerns about ongoing tensions between law enforcement"
6/28/17 20:56,"Report: More than half of hate crimes in US go unreported - Spokane, North Idaho News & Weather KHQ.com",KHQ Right Now,Spokane,WA,http://www.khq.com/story/35776198/report-more-than-half-of-hate-crimes-in-us-go-unreported,bureau crime crimes enforcement fears general hate jeff justice latino levin report session statistics treene trump unreported,"By SADIE GURMAN and RUSSELL CONTRERAS	AP	WASHINGTON (AP) - The majority of hate crimes experienced by US residents over a 12-year period were not reported to police, according to a new federal report released Thursday that stoked advocates' concerns about"
6/28/17 20:56,New federal report finds over half of hate crimes go unreported,LGBTQ Nation,Phoenix,AZ,https://www.lgbtqnation.com/2017/06/new-federal-report-find-half-hate-crimes-go-unreported/,bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported bureau crime crimes enforcement fears general hate jeff justice latino levin prosecuting report session statistics trump unreported,"By SADIE GURMAN AND RUSSELL CONTRERAS, AP Њ‡	SADIE GURMAN AND RUSSELL CONTRERAS, AP	WASHINGTON (AP) дуо The majority of hate crimes experienced by US residents over a 12-year period were not reported to police, according to a new federal report released"
